,,Valor,Valor,Valor,Valor,Valor,Valor,Valor,Valor,datetime,datetime,datetime,datetime,datetime,datetime,datetime,datetime,year,year,year,year,year,year,year,year,month,month,month,month,month,month,month,month,day,day,day,day,day,day,day,day
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
Marg. Tietê - Pte dos Remédios,SO2,64302.0,2.352492924014805,0.0,1.0,2.0,3.0,65.0,1.8938584898397548,64302,2019-01-05 14:26:54.351031296,2015-01-01 01:00:00,2017-01-12 13:15:00,2018-12-23 06:30:00,2020-12-23 21:45:00,2023-01-01 00:00:00,,64302.0,2018.5104040309789,2015.0,2017.0,2018.0,2020.0,2022.0,2.2857640265026617,64302.0,6.540791888277192,1.0,4.0,7.0,10.0,12.0,3.437608046039499,64302.0,15.84977139124755,1.0,8.0,16.0,23.0,31.0,8.821274454281964
Marília,MP10,67110.0,20.552227685888838,0.0,10.0,17.0,27.0,726.0,16.431939004251255,67110,2019-01-09 22:40:33.634331648,2015-01-01 01:00:00,2017-01-07 01:15:00,2019-01-08 06:30:00,2021-01-19 17:45:00,2023-01-01 00:00:00,,67110.0,2018.5245864997764,2015.0,2017.0,2019.0,2021.0,2022.0,2.29154368382807,67110.0,6.5172701534793624,1.0,4.0,7.0,10.0,12.0,3.4577670803596745,67110.0,15.71917746982566,1.0,8.0,16.0,23.0,31.0,8.816587831619369
Marília,NO,6443.0,1.4442030110197113,0.0,0.0,1.0,2.0,57.0,2.76573399592957,6443,2017-07-18 22:47:41.337885696,2017-01-01 01:00:00,2017-04-16 00:00:00,2017-07-23 23:00:00,2017-10-15 10:30:00,2017-12-31 20:00:00,,6443.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,6443.0,7.072947384758653,1.0,4.0,7.0,10.0,12.0,3.3521394172442425,6443.0,15.487195405866832,1.0,7.0,16.0,24.0,31.0,9.097216273878168
Marília,NO2,57332.0,10.86548524384288,0.0,5.0,8.0,13.0,136.0,10.64403450537988,57332,2018-12-26 06:13:45.716877056,2015-01-01 02:00:00,2016-11-19 05:45:00,2019-01-30 02:30:00,2020-12-01 20:15:00,2023-01-01 00:00:00,,57332.0,2018.4901102351218,2015.0,2016.0,2019.0,2020.0,2022.0,2.3229791807172315,57332.0,6.442841693992883,1.0,4.0,6.0,9.0,12.0,3.470499752292033,57332.0,15.892224237772972,1.0,8.0,16.0,24.0,31.0,8.844463756625672
Marília,O3,57880.0,53.863407049067035,0.0,37.0,51.0,68.0,168.0,23.213571891000832,57880,2019-01-02 01:57:49.447131904,2015-01-01 01:00:00,2017-01-23 03:45:00,2018-11-14 04:30:00,2021-03-03 05:30:00,2023-01-01 00:00:00,,57880.0,2018.5140290255702,2015.0,2017.0,2018.0,2021.0,2022.0,2.287090959936612,57880.0,6.380580511402902,1.0,3.0,6.0,10.0,12.0,3.543805079441049,57880.0,15.874222529371112,1.0,8.0,16.0,24.0,31.0,8.838249762114105
Mauá,MP10,52436.0,29.704134564039972,0.0,11.0,23.0,41.0,299.0,26.645564641581256,52436,2019-01-22 00:08:44.456480256,2015-01-01 01:00:00,2017-01-29 01:45:00,2018-12-14 22:30:00,2021-05-03 22:15:00,2023-01-01 00:00:00,,52436.0,2018.5296551987185,2015.0,2017.0,2018.0,2021.0,2022.0,2.332439981868483,52436.0,6.855233045998932,1.0,4.0,7.0,10.0,12.0,3.3339653787064485,52436.0,15.678465176596232,1.0,8.0,16.0,23.0,31.0,8.801406957402675
Mauá,MP2.5,27350.0,14.287385740402193,0.0,5.0,11.0,19.0,157.0,13.186840486075814,27350,2021-03-03 05:16:09.564899584,2019-02-21 01:00:00,2020-03-15 18:15:00,2021-03-17 16:30:00,2022-01-05 02:45:00,2023-01-01 00:00:00,,27350.0,2020.6142961608775,2019.0,2020.0,2021.0,2022.0,2022.0,1.0701083225751344,27350.0,7.177221206581353,1.0,5.0,8.0,10.0,12.0,3.41099225180283,27350.0,15.577330895795248,1.0,8.0,15.0,23.0,31.0,8.798469532488697
Mauá,NO,6380.0,7.465830721003135,0.0,1.0,2.0,6.0,240.0,16.586028449380294,6380,2017-07-11 21:36:32.727272448,2017-01-16 07:00:00,2017-04-06 01:15:00,2017-06-28 16:30:00,2017-10-17 08:15:00,2017-12-29 23:00:00,,6380.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,6380.0,6.825705329153605,1.0,4.0,6.0,10.0,12.0,3.4249663000922115,6380.0,15.97539184952978,1.0,8.0,16.0,23.0,31.0,8.60643492616572
Mauá,NO2,25195.0,23.93339948402461,0.0,12.0,19.0,31.0,209.0,17.757600919709848,25195,2017-01-16 12:27:21.611430656,2015-01-01 02:00:00,2015-11-11 06:30:00,2017-02-28 17:00:00,2018-03-14 12:30:00,2018-12-28 23:00:00,,25195.0,2016.5253423298273,2015.0,2015.0,2017.0,2018.0,2018.0,1.1725162483817053,25195.0,6.742726731494344,1.0,3.0,7.0,10.0,12.0,3.446366958420996,25195.0,15.683707084739035,1.0,8.0,16.0,23.0,31.0,8.839659233561845
Mauá,O3,56762.0,36.02723653148233,0.0,18.0,31.0,47.0,302.0,28.032316144801612,56762,2019-03-01 02:53:42.317747712,2015-01-01 01:00:00,2017-02-28 04:15:00,2019-04-14 13:30:00,2021-03-30 06:45:00,2023-01-01 00:00:00,,56762.0,2018.650646559318,2015.0,2017.0,2019.0,2021.0,2022.0,2.3246121527027954,56762.0,6.655526584686938,1.0,4.0,7.0,10.0,12.0,3.417202043103815,56762.0,15.648461999224834,1.0,8.0,16.0,23.0,31.0,8.74320935231529
Mogi das Cruzes - Centro,MP10,7706.0,22.99922138593304,0.0,11.0,19.0,30.0,296.0,18.162422414769633,7706,2017-08-21 03:14:29.867635456,2017-02-24 11:00:00,2017-05-17 01:15:00,2017-08-24 16:30:00,2017-11-14 22:45:00,2018-04-11 09:00:00,,7706.0,2017.1034259018945,2017.0,2017.0,2017.0,2017.0,2018.0,0.3045341025604863,7706.0,6.909031923176745,1.0,4.0,7.0,10.0,12.0,3.2868335333484398,7706.0,16.079937710874642,1.0,8.0,16.0,24.0,31.0,8.992525256889474
Mogi das Cruzes - Centro,NO,5833.0,6.229555974627122,0.0,1.0,2.0,5.0,176.0,13.64999249153116,5833,2017-08-02 15:16:59.578261504,2017-02-24 11:00:00,2017-04-28 13:00:00,2017-08-23 19:00:00,2017-10-26 20:00:00,2017-12-31 23:00:00,,5833.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,5833.0,7.521001200068575,2.0,4.0,8.0,10.0,12.0,3.185445654536061,5833.0,16.719012515000856,1.0,9.0,17.0,24.0,31.0,8.796671156847673
Mogi das Cruzes - Centro,NO2,6554.0,17.571559353066828,0.0,9.0,14.0,22.0,146.0,13.547768541454808,6554,2017-08-24 15:16:34.202013952,2017-02-24 11:00:00,2017-05-06 01:15:00,2017-09-09 17:30:00,2017-11-22 09:45:00,2018-04-11 09:00:00,,6554.0,2017.1100091547146,2017.0,2017.0,2017.0,2017.0,2018.0,0.31292504119289105,6554.0,6.937442783033262,1.0,4.0,7.0,10.0,12.0,3.463360388772512,6554.0,16.27815074763503,1.0,9.0,17.0,24.0,31.0,8.936180556260341
Mogi das Cruzes - Centro,O3,10830.0,48.647091412742384,0.0,29.0,46.0,63.0,210.0,27.395370823211685,10830,2017-12-29 09:26:50.858725888,2017-02-24 11:00:00,2017-06-25 21:15:00,2017-11-08 09:30:00,2018-08-26 03:45:00,2018-12-18 17:00:00,,10830.0,2017.381163434903,2017.0,2017.0,2017.0,2018.0,2018.0,0.485695020409618,10830.0,7.861034164358264,1.0,5.0,9.0,10.0,12.0,3.0887368246548412,10830.0,15.875715604801478,1.0,8.0,16.0,24.0,31.0,8.89676020558601
Mooca,CO,60033.0,596.6300398343374,0.0,374.2984409799554,499.06458797327394,748.5968819599109,5364.944320712695,454.0775848020908,60033,2018-12-03 06:42:11.147868928,2015-01-01 01:00:00,2016-12-12 10:00:00,2018-10-22 12:00:00,2020-11-21 08:00:00,2023-01-01 00:00:00,,60033.0,2018.4288974397414,2015.0,2016.0,2018.0,2020.0,2022.0,2.277340509483449,60033.0,6.430080122599237,1.0,4.0,6.0,9.0,12.0,3.401251164427432,60033.0,15.659620542035213,1.0,8.0,16.0,23.0,31.0,8.780815640749449
Mooca,MP10,23917.0,26.88698415353096,0.0,11.0,21.0,37.0,217.0,22.273139004509247,23917,2016-07-22 12:26:12.488188160,2015-01-01 01:00:00,2015-10-27 04:00:00,2016-08-02 22:00:00,2017-04-12 21:00:00,2018-01-27 11:00:00,,23917.0,2016.0782706861228,2015.0,2015.0,2016.0,2017.0,2018.0,0.8417987136140482,23917.0,6.259564326629594,1.0,3.0,6.0,9.0,12.0,3.4939236233082,23917.0,15.594179872057532,1.0,8.0,16.0,23.0,31.0,8.78685250602439
Mooca,MP2.5,36548.0,15.207781547553902,0.0,6.0,12.0,20.0,164.0,12.710647850227042,36548,2020-07-20 19:21:41.783955200,2018-01-25 01:00:00,2019-06-02 05:45:00,2020-07-19 11:30:00,2021-10-08 12:15:00,2023-01-01 00:00:00,,36548.0,2020.0560906205537,2018.0,2019.0,2020.0,2021.0,2022.0,1.3841467250053083,36548.0,6.465278537813287,1.0,4.0,6.0,9.0,12.0,3.3176473741123185,36548.0,15.839416657546241,1.0,8.0,16.0,23.0,31.0,8.723110826954649
Mooca,O3,63720.0,37.95666980539862,0.0,14.0,33.0,52.0,269.0,31.165824402736206,63720,2019-01-27 01:43:29.322034176,2015-01-06 13:00:00,2017-02-04 18:45:00,2019-02-15 07:30:00,2021-01-29 03:15:00,2023-01-01 00:00:00,,63720.0,2018.5725831763968,2015.0,2017.0,2019.0,2021.0,2022.0,2.278076868575027,63720.0,6.502416823603264,1.0,4.0,6.0,9.0,12.0,3.4078102591542345,63720.0,15.767325800376648,1.0,8.0,16.0,23.0,31.0,8.821854280932506
Nossa Senhora do Ó,MP10,65178.0,26.09069011015987,0.0,13.0,21.0,34.0,353.0,19.297168999742397,65178,2018-12-27 12:50:38.884285952,2015-01-01 01:00:00,2017-01-13 04:15:00,2018-11-29 17:30:00,2020-12-20 19:45:00,2023-01-01 00:00:00,,65178.0,2018.4768326736016,2015.0,2017.0,2018.0,2020.0,2022.0,2.282385641354343,65178.0,6.647304305133634,1.0,4.0,7.0,10.0,12.0,3.4468699510427583,65178.0,15.786737856331891,1.0,8.0,16.0,23.0,31.0,8.83461959227343
Nossa Senhora do Ó,O3,65051.0,34.39965565479393,0.0,10.0,25.0,48.0,279.0,32.74812120979628,65051,2019-01-08 20:32:39.576332544,2015-01-01 01:00:00,2017-01-21 04:30:00,2018-12-26 10:00:00,2021-01-12 09:30:00,2023-01-01 00:00:00,,65051.0,2018.5146884751964,2015.0,2017.0,2018.0,2021.0,2022.0,2.2876291146869865,65051.0,6.5978693640374475,1.0,4.0,7.0,10.0,12.0,3.406819729850183,65051.0,15.799449662572442,1.0,8.0,16.0,23.0,31.0,8.847177726963638
Osasco,CO,63813.0,1053.8831986273522,0.0,623.8307349665924,873.363029,1247.66147,7111.670379,667.1786910731786,63813,2019-01-10 06:14:28.732076288,2015-01-01 01:00:00,2017-01-26 22:00:00,2019-01-24 00:00:00,2020-12-28 11:00:00,2023-01-01 00:00:00,,63813.0,2018.523137918606,2015.0,2017.0,2019.0,2020.0,2022.0,2.281404413986343,63813.0,6.5423346340087445,1.0,4.0,7.0,10.0,12.0,3.44692018245577,63813.0,15.800620563208124,1.0,8.0,16.0,23.0,31.0,8.843414764448811
Osasco,MP10,67093.0,39.3142354642064,0.0,18.0,32.0,51.0,403.0,31.34850538583769,67093,2019-01-02 19:48:06.256390656,2015-01-01 01:00:00,2017-01-10 13:00:00,2019-01-14 06:00:00,2020-12-25 00:00:00,2023-01-01 00:00:00,,67093.0,2018.5068487025471,2015.0,2017.0,2019.0,2020.0,2022.0,2.275992582993247,67093.0,6.498844886947968,1.0,4.0,6.0,10.0,12.0,3.4381521386005294,67093.0,15.652333328365104,1.0,8.0,16.0,23.0,31.0,8.809941586459757
Osasco,MP2.5,45008.0,20.179212584429436,0.0,10.0,16.0,25.0,318.0,16.528448299873485,45008,2020-05-09 09:42:24.667614464,2017-07-09 01:00:00,2019-01-18 07:45:00,2020-05-12 05:30:00,2021-08-30 16:15:00,2023-01-01 00:00:00,,45008.0,2019.8355625666547,2017.0,2019.0,2020.0,2021.0,2022.0,1.5312564581736094,45008.0,6.729825808745112,1.0,4.0,7.0,10.0,12.0,3.4300836514494932,45008.0,15.879488091006044,1.0,8.0,16.0,23.0,31.0,8.738263039604066
Osasco,NO,7729.0,57.4166127571484,0.0,22.0,39.0,72.0,462.0,57.33812675594842,7729,2017-06-28 08:07:02.460861440,2017-01-01 14:00:00,2017-03-28 12:00:00,2017-06-21 15:00:00,2017-09-25 18:00:00,2017-12-31 23:00:00,,7729.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7729.0,6.389959891318411,1.0,3.0,6.0,9.0,12.0,3.485415132358184,7729.0,15.650536938801915,1.0,8.0,16.0,24.0,31.0,8.977838918696705
Osasco,NO2,62516.0,45.44974086633822,0.0,31.0,42.0,56.0,209.0,21.32729491826812,62516,2018-12-11 17:12:57.804082176,2015-01-01 02:00:00,2016-12-13 07:45:00,2018-12-08 06:30:00,2020-11-25 13:15:00,2023-01-01 00:00:00,,62516.0,2018.4496928786232,2015.0,2016.0,2018.0,2020.0,2022.0,2.286126465408358,62516.0,6.4567790645594725,1.0,3.0,6.0,9.0,12.0,3.4548914261630648,62516.0,15.681345575532664,1.0,8.0,16.0,23.0,31.0,8.773150460513161
Osasco,PTS,334.0,89.02694610778443,13.0,58.25,80.0,110.0,258.0,44.790830433762174,334,2018-10-15 17:05:44.910179584,2015-01-09 01:00:00,2016-08-22 13:00:00,2018-08-13 01:00:00,2021-02-08 01:00:00,2022-12-19 01:00:00,,334.0,2018.3053892215569,2015.0,2016.0,2018.0,2021.0,2022.0,2.399230544447324,334.0,6.335329341317365,1.0,3.0,6.0,9.0,12.0,3.3434275600297565,334.0,15.62874251497006,1.0,8.0,16.0,23.0,31.0,8.727087387544524
Osasco,SO2,64199.0,2.398978177230175,0.0,1.0,2.0,3.0,103.0,1.8359651790550249,64199,2019-01-18 11:14:57.322388480,2015-01-01 01:00:00,2017-01-31 08:30:00,2019-02-02 03:00:00,2021-01-07 08:30:00,2023-01-01 00:00:00,,64199.0,2018.543466409134,2015.0,2017.0,2019.0,2021.0,2022.0,2.277175205489814,64199.0,6.570273680275394,1.0,4.0,7.0,10.0,12.0,3.422870992531339,64199.0,15.732534774684964,1.0,8.0,16.0,23.0,31.0,8.761779691782607
Parque Dom Pedro II,CO,63393.0,517.8366844333542,0.0,249.53229398663697,374.298441,623.830735,6612.60579064588,458.4840848261876,63393,2019-01-21 21:48:01.794519808,2015-01-27 16:00:00,2017-01-24 22:00:00,2019-02-04 13:00:00,2021-01-12 22:00:00,2023-01-01 00:00:00,,63393.0,2018.5579322638146,2015.0,2017.0,2019.0,2021.0,2022.0,2.2780429422337733,63393.0,6.508999416339344,1.0,4.0,7.0,9.0,12.0,3.4087567527745883,63393.0,15.763806729449623,1.0,8.0,16.0,23.0,31.0,8.812519559159353
Parque Dom Pedro II,MP10,63879.0,28.329779739820598,0.0,13.0,23.0,37.0,322.0,22.4220274061675,63879,2018-12-29 19:27:46.688583168,2015-01-01 01:00:00,2016-12-15 22:30:00,2018-11-23 03:00:00,2020-12-27 11:30:00,2023-01-01 00:00:00,,63879.0,2018.488924372642,2015.0,2016.0,2018.0,2020.0,2022.0,2.3076625124203547,63879.0,6.578437358130215,1.0,4.0,7.0,9.0,12.0,3.430274878466358,63879.0,15.73853692136696,1.0,8.0,16.0,23.0,31.0,8.785238911836284
Parque Dom Pedro II,MP2.5,48721.0,16.683770858562017,0.0,7.0,13.0,22.0,209.0,13.775424961645646,48721,2019-12-06 02:22:50.292070912,2016-07-05 01:00:00,2018-05-10 03:00:00,2019-12-06 15:00:00,2021-08-03 05:00:00,2023-01-01 00:00:00,,48721.0,2019.419675294021,2016.0,2018.0,2019.0,2021.0,2022.0,1.797895476882733,48721.0,6.6172697604728965,1.0,4.0,7.0,9.0,12.0,3.3659108872112666,48721.0,15.90172615504608,1.0,8.0,16.0,23.0,31.0,8.802850552494677
Parque Dom Pedro II,NO,7528.0,17.143597236981932,0.0,2.0,5.0,16.0,671.0,35.942893037464216,7528,2017-06-18 10:18:30.892667392,2017-01-01 01:00:00,2017-03-21 19:45:00,2017-06-09 02:30:00,2017-09-03 06:15:00,2017-12-31 23:00:00,,7528.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7528.0,6.0534006376195535,1.0,3.0,6.0,9.0,12.0,3.4092562470117858,7528.0,16.036663124335814,1.0,8.0,16.0,24.0,31.0,8.916749434815618
Parque Dom Pedro II,NO2,62090.0,37.3976485746497,0.0,22.0,33.0,47.0,213.0,22.47727697262806,62090,2018-12-27 18:21:31.106458368,2015-01-01 02:00:00,2016-12-23 21:15:00,2018-12-01 03:30:00,2020-11-17 07:45:00,2023-01-01 00:00:00,,62090.0,2018.4857787083267,2015.0,2016.0,2018.0,2020.0,2022.0,2.2943319016991097,62090.0,6.551006603317765,1.0,4.0,7.0,9.0,12.0,3.3470062308368624,62090.0,15.7155258495732,1.0,8.0,16.0,23.0,31.0,8.843320924307841
Parque Dom Pedro II,O3,64351.0,35.60790042112788,0.0,12.0,29.0,49.0,328.0,31.622925634644623,64351,2019-01-13 07:05:51.994529792,2015-01-01 01:00:00,2017-01-17 09:30:00,2019-01-24 23:00:00,2020-12-31 23:30:00,2023-01-01 00:00:00,,64351.0,2018.5364796195863,2015.0,2017.0,2019.0,2020.0,2022.0,2.28005137039493,64351.0,6.484032882161894,1.0,4.0,6.0,9.0,12.0,3.4160945994136784,64351.0,15.743609267921244,1.0,8.0,16.0,23.0,31.0,8.805517456335961
Parque Dom Pedro II,SO2,17725.0,1.9210719322990126,0.0,1.0,1.0,3.0,22.0,1.965548736211209,17725,2017-08-11 12:31:04.688293632,2016-07-05 01:00:00,2017-01-12 09:00:00,2017-07-24 15:00:00,2018-03-16 13:00:00,2019-10-24 08:00:00,,17725.0,2017.1115937940763,2016.0,2017.0,2017.0,2018.0,2019.0,0.7543325351904706,17725.0,6.500423131170663,1.0,4.0,7.0,9.0,12.0,3.3017339400988104,17725.0,15.797461212976023,1.0,8.0,16.0,23.0,31.0,8.819591830343299
Paulínia,MP10,66857.0,28.530684894625843,0.0,14.0,23.0,37.0,416.0,21.282792834820025,66857,2018-12-20 17:47:32.344556032,2015-01-01 01:00:00,2016-12-10 15:00:00,2018-12-11 20:00:00,2021-01-21 06:00:00,2023-01-01 00:00:00,,66857.0,2018.4733535755418,2015.0,2016.0,2018.0,2021.0,2022.0,2.3160026565046072,66857.0,6.466009542755433,1.0,3.0,6.0,9.0,12.0,3.4498731116877788,66857.0,15.803416246615912,1.0,8.0,16.0,23.0,31.0,8.75576469511452
Paulínia,NO,7847.0,5.45431375047789,0.0,0.0,1.0,4.0,152.0,13.110616714893956,7847,2017-06-28 10:50:44.883395072,2017-01-01 02:00:00,2017-03-29 22:30:00,2017-06-24 08:00:00,2017-09-24 15:30:00,2017-12-31 23:00:00,,7847.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7847.0,6.382311711482095,1.0,3.0,6.0,9.0,12.0,3.4234475274090275,7847.0,16.006881610806676,1.0,9.0,16.0,24.0,31.0,8.796069705424333
Paulínia,NO2,55152.0,20.247932985204525,0.0,9.0,16.0,27.0,153.0,16.21964194753301,55152,2018-12-05 10:25:06.331592704,2015-01-01 02:00:00,2016-12-25 19:45:00,2018-11-12 23:00:00,2021-02-23 15:15:00,2023-01-01 00:00:00,,55152.0,2018.4330758630692,2015.0,2016.0,2018.0,2021.0,2022.0,2.3060473345685493,55152.0,6.4494125326370755,1.0,3.0,6.0,9.0,12.0,3.451035429575234,55152.0,15.701225703510298,1.0,8.0,16.0,23.0,31.0,8.792933247477936
Paulínia,O3,61980.0,36.805550177476604,0.0,7.0,28.0,57.0,232.0,34.84849820087659,61980,2019-01-11 20:54:47.279767552,2015-01-01 01:00:00,2017-01-11 01:45:00,2019-01-12 13:30:00,2021-02-04 02:15:00,2023-01-01 00:00:00,,61980.0,2018.530671184253,2015.0,2017.0,2019.0,2021.0,2022.0,2.311209952632279,61980.0,6.504001290738948,1.0,4.0,7.0,9.0,12.0,3.414373849469516,61980.0,15.832849306227816,1.0,8.0,16.0,23.0,31.0,8.766148298341788
Paulínia,SO2,53612.0,3.995318212340521,0.0,1.0,1.0,4.0,263.0,7.837384285078013,53612,2019-01-17 02:55:41.610087168,2015-04-01 01:00:00,2017-02-02 22:45:00,2018-12-15 15:30:00,2021-01-14 10:15:00,2023-01-01 00:00:00,,53612.0,2018.5316720137282,2015.0,2017.0,2018.0,2021.0,2022.0,2.271253173466974,53612.0,6.665074983212714,1.0,4.0,7.0,10.0,12.0,3.390360694929951,53612.0,15.808550324554204,1.0,8.0,16.0,24.0,31.0,8.850224899371456
Paulínia - Bairro Cascata,SO2,66.0,11.090909090909092,3.0,9.0,11.0,13.0,27.0,3.533258564542946,66,2018-07-04 14:27:16.363636224,2015-01-01 01:00:00,2016-08-16 07:00:00,2018-05-16 13:00:00,2019-12-16 19:00:00,2022-09-01 01:00:00,,66.0,2018.060606060606,2015.0,2016.0,2018.0,2019.75,2022.0,2.299690868046853,66.0,6.363636363636363,1.0,4.0,6.5,9.0,12.0,3.2752515517548764,66.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Paulínia - João Aranha,SO2,67.0,3.3582089552238807,3.0,3.0,3.0,3.0,10.0,1.1375344488598274,67,2018-06-22 07:05:22.388059392,2015-01-01 01:00:00,2016-07-16 13:00:00,2018-05-01 01:00:00,2019-12-01 13:00:00,2022-09-01 01:00:00,,67.0,2018.0298507462687,2015.0,2016.0,2018.0,2019.5,2022.0,2.296045013639438,67.0,6.3283582089552235,1.0,4.0,6.0,9.0,12.0,3.2631461844755516,67.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Paulínia - Santa Terezinha,MP10,35030.0,30.394861547245217,0.0,14.0,24.0,39.0,532.0,25.558744682797734,35030,2020-08-28 17:47:10.876391424,2018-05-15 12:00:00,2019-06-11 21:15:00,2020-08-01 17:30:00,2021-12-24 09:45:00,2023-01-01 00:00:00,,35030.0,2020.122609192121,2018.0,2019.0,2020.0,2021.0,2022.0,1.3895158626986606,35030.0,6.942392235226948,1.0,4.0,7.0,10.0,12.0,3.435725855429063,35030.0,15.895489580359692,1.0,8.0,16.0,24.0,31.0,8.876870782531894
Paulínia - Santa Terezinha,MP2.5,23926.0,15.367006603694726,0.0,7.0,12.0,21.0,446.0,12.857655408855525,23926,2021-01-24 04:05:00.175541248,2019-02-14 01:00:00,2019-11-28 17:15:00,2021-02-07 19:30:00,2022-02-23 05:45:00,2022-12-28 12:00:00,,23926.0,2020.5576360444704,2019.0,2019.0,2021.0,2022.0,2022.0,1.1907694428503504,23926.0,6.60340215664967,1.0,4.0,7.0,10.0,12.0,3.520435537938376,23926.0,15.79077154559893,1.0,8.0,16.0,24.0,31.0,8.93589523853052
Paulínia - Santa Terezinha,NO2,32659.0,18.08741847576472,0.0,7.0,14.0,24.0,139.0,15.54593648606758,32659,2020-06-08 02:43:12.388009472,2018-03-08 17:00:00,2019-04-04 05:30:00,2020-06-07 10:00:00,2021-06-16 13:30:00,2023-01-01 00:00:00,,32659.0,2019.9197464711106,2018.0,2019.0,2020.0,2021.0,2022.0,1.3392451404084178,32659.0,6.702593465813405,1.0,4.0,7.0,10.0,12.0,3.4847167710951545,32659.0,15.611133225144677,1.0,8.0,15.0,24.0,31.0,8.928124944647214
Paulínia - Santa Terezinha,O3,36644.0,41.47183713568388,0.0,14.0,34.0,62.0,223.0,33.86032121737653,36644,2020-07-31 07:42:52.186442496,2018-03-08 17:00:00,2019-05-24 18:45:00,2020-08-08 14:30:00,2021-09-27 03:15:00,2022-12-08 11:00:00,,36644.0,2020.058427027617,2018.0,2019.0,2020.0,2021.0,2022.0,1.361935183313226,36644.0,6.784876105228687,1.0,4.0,7.0,10.0,12.0,3.3445338503656252,36644.0,15.727868136666302,1.0,8.0,16.0,24.0,31.0,8.90239796302631
Paulínia - Santa Terezinha,SO2,29200.0,4.564246575342466,0.0,2.0,2.0,4.0,259.0,7.66792883074231,29200,2021-02-08 11:07:57.863014144,2019-02-19 13:00:00,2020-02-26 20:45:00,2021-02-23 16:30:00,2022-01-19 19:15:00,2023-01-01 00:00:00,,29200.0,2020.5853767123288,2019.0,2020.0,2021.0,2022.0,2022.0,1.0908452453480346,29200.0,6.7762671232876714,1.0,4.0,7.0,10.0,12.0,3.32749250136957,29200.0,15.65126712328767,1.0,8.0,16.0,23.0,31.0,8.868353194574897
Paulínia - Sul,MP10,24238.0,37.98725142338477,0.0,18.0,29.0,47.0,715.0,33.401947614088584,24238,2016-06-28 15:01:38.176417280,2015-01-01 01:00:00,2015-10-05 15:15:00,2016-06-17 18:30:00,2017-03-18 04:45:00,2018-02-16 08:00:00,,24238.0,2016.029829193828,2015.0,2015.0,2016.0,2017.0,2018.0,0.8898911847073296,24238.0,6.051943229639409,1.0,3.0,6.0,9.0,12.0,3.4991532196645023,24238.0,15.723038204472315,1.0,8.0,16.0,23.0,31.0,8.69710953702853
Paulínia - Sul,NO,5164.0,10.932029434546862,0.0,1.0,2.0,9.0,193.0,21.723658156794244,5164,2017-06-19 11:40:05.809449984,2017-01-26 12:00:00,2017-04-17 16:45:00,2017-06-21 16:30:00,2017-08-20 09:15:00,2017-10-19 22:00:00,,5164.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,5164.0,6.10708752904725,1.0,4.0,6.0,8.0,10.0,2.348809276159554,5164.0,15.724825716498838,1.0,8.0,16.0,24.0,31.0,9.146895312025102
Paulínia - Sul,NO2,15666.0,22.903293757181157,0.0,12.0,19.0,30.0,129.0,15.871472460023679,15666,2016-07-30 17:45:11.604749056,2015-01-01 02:00:00,2016-01-26 15:15:00,2016-08-09 09:30:00,2017-04-15 18:45:00,2017-10-19 22:00:00,,15666.0,2016.1166858164177,2015.0,2016.0,2016.0,2017.0,2017.0,0.7273200582479531,15666.0,6.071747733946125,1.0,3.0,6.0,9.0,12.0,3.257590566735117,15666.0,15.533895059364228,1.0,8.0,15.0,23.0,31.0,8.942289354004503
Paulínia - Sul,O3,22007.0,33.61598582269278,0.0,6.0,26.0,52.0,203.0,32.02757838710224,22007,2016-07-17 19:43:39.475621376,2015-01-01 01:00:00,2015-11-11 07:30:00,2016-07-28 13:00:00,2017-04-21 20:30:00,2018-02-16 06:00:00,,22007.0,2016.1021493161268,2015.0,2015.0,2016.0,2017.0,2018.0,0.8815715648463347,22007.0,5.81101467714818,1.0,3.0,6.0,8.0,12.0,3.4081674388719314,22007.0,15.844458581360476,1.0,8.0,16.0,24.0,31.0,8.868464773667903
Paulínia - Sul,SO2,14023.0,6.758539542180703,0.0,1.0,2.0,6.0,226.0,12.213775992010584,14023,2016-11-21 17:35:21.029736704,2016-01-01 01:00:00,2016-06-03 16:30:00,2016-11-21 06:00:00,2017-05-11 07:30:00,2017-10-19 22:00:00,,14023.0,2016.433145546602,2016.0,2016.0,2016.0,2017.0,2017.0,0.49552799359484007,14023.0,6.004706553519219,1.0,3.0,6.0,9.0,12.0,3.2298848048753657,14023.0,15.819653426513584,1.0,8.0,16.0,24.0,31.0,8.896907545844664
